算例名,节点数,边数,无人机数,基站编号,ALNS_PSO_目标函数_最小值,ALNS_PSO_目标函数_最大值,ALNS_PSO_目标函数_均值,ALNS_PSO_求解时间_最小(s),ALNS_PSO_求解时间_最大(s),ALNS_PSO_求解时间_均值(s),ALNS_PSO_实际使用无人机数_均值,ALNS_PSO_总飞行距离_均值(m),ALNS_PSO_最优线程ID分布,ALNS_PSO_公共池拉取次数_均值,ALNS_PSO_推入公共池次数_均值,ALNS_PSO_破坏_random_调用次数_均值,ALNS_PSO_破坏_random_耗时_均值(s),ALNS_PSO_破坏_random_改进当前解_均值,ALNS_PSO_破坏_random_改进最优解_均值,ALNS_PSO_破坏_worst_调用次数_均值,ALNS_PSO_破坏_worst_耗时_均值(s),ALNS_PSO_破坏_worst_改进当前解_均值,ALNS_PSO_破坏_worst_改进最优解_均值,ALNS_PSO_破坏_route_调用次数_均值,ALNS_PSO_破坏_route_耗时_均值(s),ALNS_PSO_破坏_route_改进当前解_均值,ALNS_PSO_破坏_route_改进最优解_均值,ALNS_PSO_破坏_bp_split_调用次数_均值,ALNS_PSO_破坏_bp_split_耗时_均值(s),ALNS_PSO_破坏_bp_split_改进当前解_均值,ALNS_PSO_破坏_bp_split_改进最优解_均值,ALNS_PSO_修复_greedy_调用次数_均值,ALNS_PSO_修复_greedy_耗时_均值(s),ALNS_PSO_修复_greedy_改进当前解_均值,ALNS_PSO_修复_greedy_改进最优解_均值,ALNS_PSO_修复_random_调用次数_均值,ALNS_PSO_修复_random_耗时_均值(s),ALNS_PSO_修复_random_改进当前解_均值,ALNS_PSO_修复_random_改进最优解_均值,ALNS_PSO_修复_bp_aware_调用次数_均值,ALNS_PSO_修复_bp_aware_耗时_均值(s),ALNS_PSO_修复_bp_aware_改进当前解_均值,ALNS_PSO_修复_bp_aware_改进最优解_均值,ALNS_PSO_模块耗时_DR均值(s),ALNS_PSO_模块耗时_LS均值(s),ALNS_PSO_模块耗时_PSO均值(s),GiantRoute_目标函数_最小值,GiantRoute_目标函数_最大值,GiantRoute_目标函数_均值,GiantRoute_求解时间_最小(s),GiantRoute_求解时间_最大(s),GiantRoute_求解时间_均值(s),GiantRoute_实际使用无人机数_均值,GiantRoute_总飞行距离_均值(m),GiantRoute_最优线程ID分布,GiantRoute_公共池拉取次数_均值,GiantRoute_推入公共池次数_均值,GiantRoute_破坏_random_调用次数_均值,GiantRoute_破坏_random_耗时_均值(s),GiantRoute_破坏_random_改进当前解_均值,GiantRoute_破坏_random_改进最优解_均值,GiantRoute_破坏_worst_调用次数_均值,GiantRoute_破坏_worst_耗时_均值(s),GiantRoute_破坏_worst_改进当前解_均值,GiantRoute_破坏_worst_改进最优解_均值,GiantRoute_破坏_segment_调用次数_均值,GiantRoute_破坏_segment_耗时_均值(s),GiantRoute_破坏_segment_改进当前解_均值,GiantRoute_破坏_segment_改进最优解_均值,GiantRoute_修复_greedy_调用次数_均值,GiantRoute_修复_greedy_耗时_均值(s),GiantRoute_修复_greedy_改进当前解_均值,GiantRoute_修复_greedy_改进最优解_均值,GiantRoute_修复_random_调用次数_均值,GiantRoute_修复_random_耗时_均值(s),GiantRoute_修复_random_改进当前解_均值,GiantRoute_修复_random_改进最优解_均值,GiantRoute_修复_regret_调用次数_均值,GiantRoute_修复_regret_耗时_均值(s),GiantRoute_修复_regret_改进当前解_均值,GiantRoute_修复_regret_改进最优解_均值,GiantRoute_模块耗时_DR均值(s),GiantRoute_模块耗时_LS均值(s),GiantRoute_模块耗时_PSO均值(s)
26-40-10-3-(grid-1),26,40,10,3,64506.6129,64506.6129,64506.6129,8.73,11.27,10.16,2.0,42991.08,"T1:1次,T2:2次",3.0,12.67,130.0,0.0093,20.67,4.67,182.67,0.0175,58.0,15.0,120.33,0.0085,17.0,4.67,142.67,0.005,28.33,8.0,276.0,2.8242,67.0,19.33,59.67,0.505,0.0,0.0,240.0,2.5664,57.0,13.0,5.95,8.9189,8.3306,64506.6129,64506.6129,64506.6129,87.56,186.19,121.14,2.0,42991.08,"T0:1次,T1:2次",4.67,16.33,228.67,0.0093,57.67,5.0,253.67,0.0116,72.0,8.0,233.33,0.0031,51.0,6.33,314.67,0.242,80.0,9.0,75.33,0.0004,1.33,0.33,325.67,1.8348,99.33,10.0,2.1013,293.287,6.5279
26-40-10-3-(linear-0),26,40,10,3,61929.2003,61929.2003,61929.2003,8.15,10.2,8.97,2.0,41272.8,"T0:2次,T2:1次",3.0,12.33,93.0,0.0112,17.0,2.33,190.33,0.0051,77.33,14.67,103.0,0.0008,13.33,2.67,140.0,0.0022,31.33,5.67,254.33,2.5302,76.67,14.67,53.67,0.4275,0.0,0.0,218.33,2.2335,62.33,10.67,5.2317,7.4536,6.6454,61929.2003,61929.2003,61929.2003,75.42,96.04,82.72,2.0,41272.8,"T0:1次,T1:2次",4.0,14.33,189.0,0.0065,31.33,5.33,255.0,0.0165,76.33,10.67,167.67,0.0005,28.67,5.0,229.67,0.1283,47.0,8.67,80.33,0.0029,2.0,1.33,301.67,1.5581,87.33,11.0,1.7127,178.7135,5.0188
26-40-10-3-(linear-1),26,40,10,3,70809.5139,70809.5139,70809.5139,9.15,11.12,9.9,2.0,47193.01,"T0:1次,T1:1次,T2:1次",3.0,13.67,149.33,0.002,27.0,6.67,208.67,0.0081,76.67,15.0,130.67,0.0085,13.67,3.67,113.33,0.002,20.67,0.67,270.67,2.6559,69.67,13.0,59.33,0.5202,0.67,0.0,272.0,2.7166,67.67,13.0,5.93,8.5357,7.6889,70591.6425,70594.6791,70592.6547,547.39,806.16,713.59,2.0,47048.44,"T0:1次,T1:1次,T2:1次",3.67,18.33,298.33,0.0028,72.0,7.67,281.33,0.057,69.67,8.67,219.33,0.0008,33.0,5.67,314.0,0.3831,59.67,8.33,76.67,0.0006,0.67,0.33,408.33,5.6595,114.33,13.33,6.1037,1750.1847,7.9337
26-40-10-3-(radial-0),26,40,10,3,58927.5874,58927.5874,58927.5874,11.56,12.49,12.06,2.0,39271.72,"T0:1次,T1:1次,T2:1次",3.0,16.0,177.0,0.01,35.0,7.67,216.0,0.0233,82.67,10.33,143.33,0.0062,23.0,4.0,183.67,0.0032,38.67,7.0,307.67,3.229,81.67,9.33,61.67,0.5243,0.0,0.0,350.67,3.7638,97.67,19.67,7.5773,10.6249,9.8498,58856.295,59020.2703,58934.7175,174.28,249.42,223.92,2.0,39276.48,"T1:1次,T2:2次",3.67,13.33,229.33,0.006,64.67,8.67,185.67,0.0079,56.33,5.0,159.67,0.0005,32.33,3.67,215.33,0.2531,56.0,5.0,69.0,0.0004,1.33,1.0,290.33,2.6306,96.0,11.33,2.8985,535.0977,6.0774
26-40-10-3-(radial-1),26,40,10,3,55732.3313,55732.3313,55732.3313,7.36,8.87,7.95,2.0,37141.55,"T0:2次,T1:1次",3.0,10.67,99.0,0.0013,17.0,3.33,143.33,0.0063,50.67,8.67,101.0,0.0008,15.33,3.33,102.33,0.0091,21.0,3.67,196.67,1.9702,52.67,9.33,54.67,0.4225,0.0,0.0,194.33,2.0424,51.33,9.67,4.458,6.3545,5.9099,55732.3313,55732.3313,55732.3313,104.38,282.45,192.31,2.0,37141.55,"T0:2次,T1:1次",3.67,15.0,225.0,0.0018,57.67,5.67,234.33,0.0143,65.0,7.67,207.67,0.0031,48.0,5.67,267.33,0.1847,62.0,8.33,62.67,0.0054,1.33,0.33,337.0,2.4698,107.33,10.33,2.6791,444.1438,6.1098
26-40-10-3-(random-0),26,40,10,3,108770.0523,109699.9546,109351.3956,8.04,12.63,10.88,3.0,72880.93,"T1:1次,T2:2次",3.0,13.67,118.33,0.0015,25.0,3.33,182.0,0.01,75.0,10.0,130.33,0.001,21.0,2.0,150.67,0.022,36.33,4.33,277.67,2.0694,87.67,9.0,53.67,0.3742,0.67,0.0,250.0,2.0653,69.0,10.67,4.5549,10.5999,9.4218,107921.3892,108956.4242,108538.6753,753.07,1023.16,878.32,3.0,72339.12,"T1:1次,T2:2次",5.0,22.0,366.67,0.0285,66.0,3.67,361.33,0.0537,70.33,4.0,257.33,0.0059,34.33,2.0,382.33,0.4938,55.33,3.67,72.33,0.0006,1.33,0.0,530.67,9.0093,114.0,6.0,9.5918,2392.6725,8.6648
26-40-10-3-(random-1),26,40,10,3,115024.2299,117763.7301,116376.9924,10.46,13.57,11.57,3.0,77564.66,"T0:1次,T1:1次,T2:1次",3.0,14.67,141.0,0.0019,37.33,5.33,211.33,0.0108,75.0,14.67,146.33,0.0011,28.33,4.33,143.33,0.0049,43.67,6.33,295.67,1.9409,99.0,15.33,57.67,0.3307,0.33,0.0,288.67,1.8366,85.0,15.33,4.134,10.2618,9.6312,113468.6753,115672.4342,114297.8745,139.93,275.26,196.32,3.0,76178.58,"T0:1次,T1:1次,T2:1次",4.67,17.0,275.67,0.0072,53.0,4.0,254.67,0.02,48.0,3.0,223.67,0.0007,41.0,4.0,309.0,0.188,57.0,4.33,83.67,0.0005,2.0,1.33,361.33,2.5505,83.0,5.33,2.7668,444.7453,4.4949
26-40-10-4-(grid-0),26,40,10,4,40779.4851,40779.4851,40779.4851,8.11,9.93,9.02,1.0,27179.66,"T0:2次,T2:1次",3.0,11.33,114.67,0.0017,12.33,0.67,140.67,0.0114,39.0,3.33,112.33,0.001,15.67,1.33,114.33,0.0057,18.0,1.33,217.33,3.4907,42.33,5.33,64.0,0.835,1.0,0.0,200.67,3.2606,41.67,1.33,7.6094,6.0365,5.4208,40779.4851,40779.4851,40779.4851,60.8,96.05,82.51,1.0,27179.66,"T0:2次,T1:1次",4.0,12.0,175.67,0.0014,25.33,0.0,183.67,0.0242,41.33,1.33,137.33,0.0004,15.67,1.67,193.67,0.1179,28.0,1.33,61.67,0.0003,0.67,0.0,241.33,1.1751,53.67,1.67,1.3193,153.6299,3.9835
26-40-10-4-(grid-1),26,40,10,4,61548.9278,61548.9278,61548.9278,8.85,10.13,9.7,2.0,41019.29,"T0:2次,T1:1次",3.0,13.0,118.0,0.0017,19.67,4.0,172.33,0.0321,61.33,9.33,108.67,0.0009,12.33,2.33,150.0,0.0076,32.33,7.67,237.33,2.3942,61.0,11.0,54.67,0.4573,0.0,0.0,257.0,2.5254,64.67,12.33,5.428,7.8089,7.5947,61548.9278,61548.9278,61548.9278,56.58,139.14,103.17,2.0,41019.29,"T0:1次,T1:1次,T2:1次",4.33,14.67,214.0,0.0067,50.67,5.33,226.0,0.0129,64.33,6.33,206.67,0.0006,43.33,7.67,234.33,0.1002,48.33,6.33,70.67,0.0004,3.0,1.33,341.67,1.7786,107.0,11.67,1.8994,228.7884,4.9812
26-40-10-4-(linear-0),26,40,10,4,59177.1042,59622.978,59357.693,8.38,12.55,10.33,2.0,39558.46,"T1:2次,T2:1次",3.0,13.0,144.67,0.0071,29.33,4.0,179.33,0.03,68.33,10.33,119.67,0.001,16.67,1.33,159.67,0.0077,34.33,8.0,260.67,2.5283,69.67,10.33,62.33,0.4684,0.0,0.0,280.33,2.753,79.0,13.33,5.8047,8.4867,8.0313,59177.1042,59177.1042,59177.1042,347.61,597.01,499.35,2.0,39438.07,"T1:2次,T2:1次",4.0,17.0,272.33,0.0024,65.0,5.0,283.0,0.0253,79.33,5.67,196.67,0.0006,34.33,2.67,293.33,0.2796,60.33,6.33,82.33,0.0006,2.0,0.67,376.33,3.6894,116.33,6.33,3.9979,866.1902,7.3149
26-40-10-4-(linear-1),26,40,10,4,71169.229,71208.9341,71195.6991,9.76,11.14,10.6,2.0,47450.47,"T0:1次,T2:2次",3.0,14.67,136.0,0.0068,24.67,4.33,215.33,0.0133,83.0,13.0,136.0,0.001,16.33,2.67,136.67,0.0174,27.0,3.0,279.33,2.6056,76.0,13.0,60.67,0.4567,0.0,0.0,284.0,2.668,75.0,10.0,5.7862,8.7271,7.7872,70991.0627,71189.928,71116.7399,533.21,700.94,633.43,2.0,47397.83,"T1:1次,T2:2次",3.67,21.0,370.67,0.0058,86.67,8.33,373.0,0.0453,92.33,8.67,236.0,0.0057,35.33,3.33,396.33,0.4194,76.33,7.67,76.33,0.0006,1.33,0.67,507.0,5.8274,136.67,12.0,6.3042,1546.1551,8.8264
26-40-10-4-(radial-0),26,40,10,4,60563.3886,60563.3886,60563.3886,8.47,13.01,10.52,2.0,40362.26,"T0:2次,T1:1次",3.0,13.67,141.0,0.002,30.67,5.0,169.0,0.0147,66.33,9.33,150.33,0.0012,29.0,6.67,153.67,0.0026,37.33,7.67,294.67,2.8624,91.67,16.0,61.0,0.5417,0.0,0.0,258.33,2.5123,71.67,12.67,5.9436,8.6613,8.6025,60563.3886,60656.0715,60594.2829,96.45,196.31,130.57,2.0,40382.86,"T1:2次,T2:1次",4.67,15.67,212.0,0.0042,48.33,3.67,235.67,0.0207,56.0,5.67,213.0,0.0006,45.67,4.67,266.0,0.1626,62.0,4.67,81.0,0.0004,3.0,2.0,313.67,1.4646,85.0,7.33,1.6532,270.5273,5.2807
26-40-10-4-(radial-1),26,40,10,4,58178.1518,58178.1518,58178.1518,8.5,11.06,9.91,2.0,38772.1,"T0:2次,T1:1次",3.0,13.33,142.67,0.002,35.33,8.67,196.67,0.0154,72.0,17.33,118.0,0.0009,15.67,5.33,131.33,0.0073,24.33,6.67,270.33,2.7763,76.67,19.67,55.67,0.4291,0.0,0.0,262.67,2.5501,70.67,18.33,5.7979,8.2324,7.5794,58327.9386,58570.4169,58408.7647,81.94,212.66,165.95,2.0,38925.84,"T1:2次,T2:1次",4.33,16.0,243.33,0.002,51.67,1.33,243.0,0.0167,59.67,3.33,221.33,0.0006,45.33,2.67,272.0,0.1847,52.67,2.67,77.0,0.0004,1.67,0.0,358.67,1.8206,102.33,4.67,2.025,311.0423,5.3455
26-40-10-4-(random-0),26,40,10,4,110814.1994,110929.9743,110891.3827,8.54,11.56,10.44,3.0,73907.59,"T0:1次,T1:1次,T2:1次",3.0,13.0,129.33,0.0117,27.0,5.0,178.0,0.0149,76.33,10.0,133.67,0.001,18.67,2.67,146.67,0.0026,39.33,4.0,271.0,2.0044,85.33,10.33,65.0,0.3841,0.0,0.0,251.67,1.8675,76.0,11.33,4.3028,9.3419,8.5882,112150.5744,112471.6805,112341.7896,458.77,798.31,682.85,3.0,74874.53,"T0:2次,T1:1次",5.33,20.67,387.33,0.006,64.33,5.33,291.0,0.0439,40.0,3.0,247.0,0.0008,30.67,3.33,353.67,0.3677,48.33,3.33,95.33,0.0007,3.0,0.67,476.33,5.6618,83.67,7.67,6.0809,1708.5713,6.4869
26-40-10-4-(random-1),26,40,10,4,116682.5556,117210.8938,116988.122,8.9,11.78,10.48,3.0,77972.08,"T0:2次,T2:1次",3.0,13.33,113.67,0.004,28.67,1.33,156.33,0.0157,44.0,6.0,146.33,0.0011,26.67,2.33,156.0,0.0053,46.0,4.67,269.0,1.7883,74.0,8.0,63.0,0.3939,1.67,0.67,240.33,1.5856,69.67,5.67,3.8228,8.5884,7.4995,116270.2978,118282.1851,117536.7523,147.0,277.39,198.16,3.0,78337.83,"T0:1次,T1:2次",5.33,16.67,264.67,0.0021,43.33,1.33,230.0,0.0215,34.67,1.0,222.0,0.0006,37.33,2.0,298.0,0.2171,49.67,3.33,97.33,0.0006,3.67,0.33,321.33,2.2185,62.0,0.67,2.4603,461.851,4.3444
26-40-10-5-(grid-0),26,40,10,5,40873.961,40873.961,40873.961,8.13,9.12,8.68,1.0,27242.64,"T1:1次,T2:2次",3.0,10.67,107.0,0.0015,12.0,1.67,145.67,0.004,43.67,2.67,101.0,0.0008,9.33,1.33,92.0,0.0041,11.0,0.67,186.67,2.7736,36.33,2.33,56.0,0.7628,0.0,0.0,203.0,2.968,39.67,4.0,6.5306,5.7491,5.1964,40563.3009,40563.3009,40563.3009,100.65,205.5,158.29,1.0,27035.53,"T1:2次,T2:1次",4.0,16.67,244.0,0.0071,45.33,3.33,279.67,0.0383,73.67,7.33,202.0,0.0006,26.67,4.33,300.33,0.1924,53.0,5.33,64.33,0.0004,1.33,0.67,361.0,2.6616,91.33,9.0,2.9004,320.1842,7.7716
26-40-10-5-(grid-1),26,40,10,5,58345.2884,60032.7884,58907.7884,8.62,10.25,9.58,2.0,39258.53,"T0:1次,T2:2次",3.0,12.33,127.67,0.0093,26.67,6.67,168.67,0.0162,65.33,14.33,116.67,0.0009,19.33,5.33,124.0,0.0047,24.67,5.67,233.33,2.6048,67.67,16.67,63.0,0.5821,0.0,0.0,240.67,2.692,68.33,15.33,5.9187,8.1222,7.5901,58361.2376,58432.2263,58395.6749,287.11,579.05,393.27,2.0,38917.12,"T0:2次,T2:1次",4.33,18.67,295.0,0.0077,75.67,6.67,281.67,0.0426,76.33,6.67,234.0,0.0008,51.67,4.67,338.67,0.3093,71.33,7.67,58.33,0.0004,1.67,0.33,413.67,3.9024,130.67,10.0,4.2632,828.4587,8.4128
26-40-10-5-(linear-0),26,40,10,5,57190.1375,57283.113,57252.1212,9.04,10.95,9.72,2.0,38154.75,T0:3次,3.0,12.33,138.67,0.002,31.0,6.67,163.67,0.0196,63.33,12.0,101.33,0.008,14.0,3.67,126.67,0.0024,23.33,5.0,218.33,2.2,54.67,13.33,62.33,0.6227,0.0,0.0,249.67,2.8465,77.0,14.0,5.7074,7.656,7.2237,57190.1375,57283.113,57221.1293,441.84,887.87,641.22,2.0,38134.09,"T0:1次,T2:2次",4.33,19.33,292.67,0.0078,75.0,6.67,342.67,0.0261,113.67,12.67,233.0,0.0008,41.33,5.67,315.33,0.2419,66.67,7.0,75.67,0.0056,2.33,1.67,477.33,4.6144,161.0,16.33,4.8966,1275.6622,8.1732
26-40-10-5-(linear-1),26,40,10,5,68382.788,68382.788,68382.788,9.82,12.33,10.73,2.0,45575.19,"T0:2次,T1:1次",3.0,14.67,136.33,0.0045,22.33,3.33,214.0,0.0109,76.33,13.33,140.67,0.0011,17.33,3.33,153.0,0.0128,34.33,6.0,292.33,2.8471,71.33,14.0,58.33,0.506,0.33,0.0,293.33,2.6876,78.67,12.0,6.082,9.137,8.3284,67983.3678,69175.2905,68644.8429,68.53,151.15,101.28,2.0,45749.9,"T0:1次,T1:1次,T2:1次",4.67,17.0,230.33,0.0019,39.33,0.67,290.0,0.0227,74.67,5.33,243.33,0.0007,45.67,4.33,312.0,0.1572,59.67,3.67,68.33,0.0004,2.33,0.33,383.33,1.7844,97.67,6.33,1.9672,210.0099,5.7076
26-40-10-5-(radial-0),26,40,10,5,53137.7104,53137.7104,53137.7104,7.98,10.8,8.93,2.0,35411.81,"T0:1次,T1:2次",3.0,11.0,111.33,0.0065,25.33,3.33,164.67,0.022,65.33,13.33,103.33,0.0058,14.0,3.33,112.33,0.0019,24.33,6.67,223.33,2.2286,61.67,13.0,52.67,0.3911,0.0,0.0,215.67,2.4216,67.33,13.67,5.0934,6.8035,6.4714,53014.2098,53166.6588,53065.0261,175.29,398.25,270.97,2.0,35363.35,"T0:1次,T2:2次",4.0,15.33,229.0,0.0093,64.67,10.33,216.33,0.014,60.67,6.33,201.33,0.0006,46.67,7.0,250.67,0.1958,62.33,10.33,72.0,0.0004,2.67,1.33,324.0,2.2048,107.0,12.0,2.4249,574.1029,5.6922
26-40-10-5-(radial-1),26,40,10,5,51051.724,51051.724,51051.724,10.02,10.96,10.56,2.0,34021.15,"T0:1次,T2:2次",3.0,13.33,145.33,0.002,32.67,9.33,188.0,0.0052,72.67,12.33,142.67,0.0011,23.67,7.0,143.67,0.0025,32.67,7.0,280.0,2.7008,80.67,17.67,58.0,0.5469,0.0,0.0,281.67,2.7097,81.0,18.0,5.9776,8.3571,7.8701,51095.228,51418.7469,51223.9125,839.78,1055.91,971.03,2.0,34135.94,"T0:2次,T2:1次",4.67,21.33,329.33,0.0058,84.33,8.33,345.33,0.0422,91.0,8.33,254.0,0.0084,45.33,4.0,338.33,0.3439,71.67,5.33,83.33,0.0007,2.33,1.67,507.0,6.5859,146.67,13.67,6.9867,2267.4216,10.7796
26-40-10-5-(random-0),26,40,10,5,103588.4658,104357.2549,104099.5388,8.71,10.55,9.73,3.0,69379.69,"T1:2次,T2:1次",3.0,12.0,112.0,0.0015,29.0,1.67,181.33,0.0376,77.33,9.33,106.67,0.0008,13.33,1.0,138.33,0.0023,35.0,3.67,232.67,1.791,70.33,6.33,60.67,0.4431,1.0,0.0,245.0,1.8675,83.33,9.33,4.1477,8.7583,7.3368,102664.053,103381.7413,102918.6158,757.15,1183.76,979.8,3.0,68592.41,"T0:1次,T1:2次",4.33,21.33,344.67,0.0082,75.33,5.67,329.33,0.0361,70.67,5.0,268.67,0.0009,51.33,2.0,390.33,0.359,71.67,5.33,76.67,0.0006,4.0,0.0,475.67,5.9758,121.67,7.33,6.3807,2293.23,7.3858
26-40-10-5-(random-1),26,40,10,5,108308.0385,112076.7353,110224.2575,9.99,11.85,11.12,3.0,73462.84,"T0:2次,T2:1次",3.0,15.0,164.67,0.0072,47.67,3.67,152.67,0.0169,46.0,5.33,173.33,0.0013,39.67,5.0,150.67,0.0026,40.33,4.0,275.33,1.8759,79.0,8.33,72.0,0.499,2.67,0.0,294.0,2.1512,92.0,9.67,4.561,10.4865,8.0927,107912.5172,109021.9417,108329.0625,256.84,316.0,281.6,3.0,72199.37,"T0:2次,T2:1次",4.67,18.67,263.67,0.0022,59.33,2.33,232.0,0.0197,38.33,3.0,329.33,0.0054,73.67,6.33,293.67,0.238,52.0,4.0,114.33,0.0082,4.67,1.33,417.0,3.4211,114.67,6.33,3.6946,661.8107,5.6126
31-35-10-1-(grid-0),31,35,10,1,43645.2039,43645.2039,43645.2039,7.99,9.31,8.86,2.0,29083.47,"T0:1次,T1:1次,T2:1次",3.0,17.0,175.67,0.0047,21.33,7.0,224.0,0.0055,60.0,13.67,159.67,0.0012,13.33,4.67,192.0,0.008,29.67,10.0,322.33,2.036,57.67,15.67,65.67,0.3774,0.0,0.0,363.33,2.5817,66.67,19.67,5.0361,7.209,6.835,41121.0589,41585.5557,41421.6975,39.87,66.19,51.87,1.0,27607.8,"T0:1次,T1:2次",5.0,21.67,320.0,0.0072,45.67,5.0,380.0,0.0315,76.0,8.67,274.33,0.0069,36.67,5.33,412.33,0.178,65.33,6.67,70.67,0.0003,0.33,0.0,491.33,1.7851,92.67,12.33,2.0091,121.3849,8.0586
31-35-10-1-(grid-1),31,35,10,1,37306.4277,37306.4277,37306.4277,5.67,6.99,6.25,1.0,24864.29,"T0:1次,T1:2次",3.0,10.33,113.0,0.0065,16.0,5.0,129.0,0.0032,31.0,7.67,93.67,0.0007,11.33,5.0,118.33,0.0019,16.0,5.67,173.67,2.1116,31.33,9.33,62.0,0.6599,0.0,0.0,218.33,2.5675,43.0,14.0,5.3668,4.1556,4.1295,37321.9616,37440.0369,37379.2631,35.69,151.63,96.71,1.0,24912.84,"T1:2次,T2:1次",3.67,13.67,176.0,0.0064,38.0,4.33,192.0,0.0185,47.0,8.0,210.33,0.0006,44.67,11.33,261.33,0.1356,61.0,12.67,57.33,0.0003,1.33,0.0,259.67,1.2781,67.33,11.0,1.4394,198.3092,4.3385
31-35-10-1-(linear-0),31,35,10,1,43668.443,48604.3964,46857.1684,5.8,11.44,8.22,1.67,31227.0,"T1:1次,T2:2次",3.0,14.0,142.33,0.0116,25.67,4.0,218.0,0.0104,69.67,13.33,120.67,0.0134,14.0,2.67,144.0,0.0047,23.33,6.33,274.33,2.1344,62.67,11.67,60.0,0.4127,0.0,0.0,290.67,2.3009,70.0,14.67,4.9309,6.5799,7.6289,43668.443,43668.443,43668.443,59.57,153.94,103.76,1.0,29105.63,"T0:2次,T2:1次",4.0,18.33,281.0,0.0097,47.33,5.67,274.33,0.0292,51.67,10.0,268.67,0.0007,42.67,6.67,342.0,0.1937,56.0,9.67,78.33,0.0004,1.0,0.67,403.67,1.8811,84.67,12.0,2.1147,223.7486,6.356
31-35-10-1-(linear-1),31,35,10,1,43548.9358,49852.3268,47751.1964,6.92,7.76,7.33,1.67,31823.02,"T1:1次,T2:2次",3.0,12.33,132.67,0.0017,12.33,4.33,177.67,0.0044,50.0,14.0,115.67,0.0009,10.33,5.0,117.0,0.0043,20.67,5.33,243.67,1.9583,47.0,14.33,58.33,0.3633,0.0,0.0,241.0,1.7557,46.33,14.33,4.0946,5.7975,6.2767,43548.9358,43548.9358,43548.9358,299.34,443.99,360.93,1.0,29025.96,"T0:2次,T2:1次",3.33,15.33,222.0,0.002,40.33,7.67,276.0,0.0251,64.67,16.33,165.67,0.0005,21.33,3.0,280.67,0.2686,55.0,10.67,62.0,0.0004,0.33,0.0,321.0,3.1066,71.0,16.33,3.4034,772.25,6.2291
31-35-10-1-(radial-0),31,35,10,1,48151.4779,48151.4779,48151.4779,4.99,8.4,6.56,2.0,32087.65,"T1:1次,T2:2次",3.0,11.33,115.67,0.0015,16.33,3.0,165.67,0.0091,41.67,8.67,93.67,0.0057,9.67,2.0,123.33,0.002,19.0,4.0,216.0,1.6332,42.33,8.0,50.33,0.279,0.0,0.0,232.0,1.7402,44.33,9.67,3.6815,4.8884,5.1592,43454.7354,43473.1734,43460.8814,270.04,375.8,323.92,1.0,28967.25,T2:3次,3.67,17.67,316.67,0.0027,63.67,8.67,259.0,0.0135,42.33,7.0,214.0,0.0007,29.67,5.67,320.67,0.2421,52.33,7.67,74.67,0.0005,1.67,0.33,394.33,2.9995,81.67,13.33,3.2589,580.5102,6.7302
31-35-10-1-(radial-1),31,35,10,1,50443.0538,50443.0538,50443.0538,7.35,8.43,8.07,2.0,33615.37,"T0:1次,T1:1次,T2:1次",3.0,13.67,136.33,0.0018,20.0,4.0,195.67,0.0224,57.0,14.33,131.0,0.001,14.0,5.33,137.0,0.0167,21.67,5.33,265.67,1.7543,52.33,14.67,52.67,0.287,0.0,0.0,281.67,2.1393,60.33,14.33,4.2315,6.0467,7.3963,44712.377,44712.377,44712.377,268.07,494.11,390.26,1.0,29801.58,"T1:2次,T2:1次",3.67,17.33,263.0,0.0074,47.33,9.33,309.67,0.0312,76.67,13.67,202.0,0.0006,27.33,6.0,343.67,0.2761,64.33,13.67,75.33,0.0005,1.33,0.33,355.67,3.6777,85.67,15.0,3.9936,943.751,7.1158
31-35-10-1-(random-0),31,35,10,1,63981.9735,64561.9891,64175.312,8.61,10.74,9.93,2.0,42770.21,"T0:1次,T1:1次,T2:1次",3.0,17.33,187.0,0.0073,49.0,11.67,219.33,0.0254,80.67,15.0,191.33,0.0014,40.33,12.67,187.0,0.0054,56.0,11.67,343.67,2.183,106.0,24.67,54.33,0.2906,0.0,0.0,386.67,2.5336,120.0,26.33,5.0569,7.8869,8.9833,63981.9735,63981.9735,63981.9735,97.94,148.33,115.13,2.0,42641.32,"T0:1次,T1:2次",4.67,17.33,262.33,0.0019,69.33,6.67,256.67,0.0286,53.0,7.67,218.0,0.0006,36.33,7.0,276.33,0.1492,56.0,9.67,86.0,0.0004,1.33,0.0,374.67,1.4731,101.33,11.67,1.6538,225.3556,4.3359
31-35-10-1-(random-1),31,35,10,1,65441.904,66453.5717,66030.1242,5.71,5.83,5.78,2.0,44006.75,"T0:1次,T2:2次",3.0,9.33,83.33,0.0011,21.33,2.0,129.67,0.0133,52.67,6.0,88.33,0.0007,13.67,2.33,81.33,0.0013,20.67,2.33,154.0,1.2319,50.33,5.0,54.33,0.3243,0.33,0.0,174.33,1.2972,57.67,7.67,2.8773,3.9607,4.4547,63105.4608,63486.6496,63342.3887,346.13,505.37,410.45,2.0,42214.93,"T0:2次,T2:1次",5.67,22.0,400.33,0.0059,100.33,8.0,281.33,0.0321,54.67,6.67,303.33,0.001,59.33,8.0,372.67,0.3277,63.0,7.0,81.33,0.0005,2.0,0.67,531.0,4.839,149.33,15.0,5.2063,1042.77,8.6391
